id,postcode,latitude,longitude,
1852,ZE2,9EZ,60.097962163,-1.2589077844
1853,ZE2,9FA,60.6113726599,-1.0598427251
1854,ZE2,9FD,60.1283639452,-1.2119148029
1855,ZE2,9FE,60.128272855,-1.210189137
1856,ZE2,9FG,60.1284081263,-1.2087820183
1857,ZE2,9GA,59.9760028085,-1.3202532653
1858,ZE2,9GB,59.9164411167,-1.3147647302
1859,ZE2,9GD,60.1227687401,-1.213253
1860,ZE2,9GE,60.1239284699,-1.216501801
1861,ZE2,9GF,60.125198,-1.215482
1862,ZE2,9GG,60.0009893719,-1.232802985
1864,ZE2,9GJ,60.2086700501,-1.2941933353
1865,ZE2,9GL,60.2179430962,-1.293759518
1866,ZE2,9HA,60.070623056,-1.2203171468
1867,ZE2,9HB,60.047987,-1.228194
1868,ZE2,9HD,60.053357181,-1.226668167
1869,ZE2,9HE,60.0529678094,-1.2276469666
1870,ZE2,9HF,60.0381671584,-1.2271847031
1871,ZE2,9HG,60.0525253024,-1.2104903161
1872,ZE2,9HH,59.999546,-1.245601
1873,ZE2,9HJ,60.0010574789,-1.2477722475
1874,ZE2,9HL,59.997139,-1.256717
1875,ZE2,9HN,60.0042946342,-1.2376036737
1876,ZE2,9HP,60.0080406597,-1.226703
1877,ZE2,9HQ,60.0539884816,-1.2271382678
1878,ZE2,9HR,59.9977834189,-1.2547127244
1879,ZE2,9HS,60.0050583848,-1.2299473567
1880,ZE2,9HT,60.0003073419,-1.2328725585
1881,ZE2,9HU,59.9989818291,-1.2443771749
1882,ZE2,9HW,59.9977224804,-1.229992293
1883,ZE2,9HX,59.9719175003,-1.2714695102
1884,ZE2,9HY,59.993092,-1.276561
1885,ZE2,9HZ,60.0060506764,-1.2291890901
1886,ZE2,9JA,59.9761592192,-1.3209845975
1887,ZE2,9JB,59.91892,-1.30806
1888,ZE2,9JD,59.911185,-1.333433
1889,ZE2,9JE,59.939081436,-1.3276121587
1890,ZE2,9JF,59.9773332735,-1.3118770699
1891,ZE2,9JG,59.9182512077,-1.2936239101
1892,ZE2,9JH,59.9335861845,-1.3119599847
1893,ZE2,9JJ,59.9232556967,-1.279225823
1894,ZE2,9JL,60.0022413187,-1.231913373
1895,ZE2,9JN,60.0047870978,-1.2499110507
1896,ZE2,9JP,60.0449215358,-1.2275116622
1897,ZE2,9JQ,59.9322368861,-1.2828420398
1898,ZE2,9JR,59.9222759333,-1.2939855719
1899,ZE2,9JS,60.04472649,-1.22640314
1900,ZE2,9JT,60.0871520804,-1.3262898796
1901,ZE2,9JU,59.5207280617,-1.6395617223
1902,ZE2,9JW,59.9224721182,-1.2970936797
1903,ZE2,9JX,60.130294,-1.213327
1904,ZE2,9JY,60.106233,-1.337016
1905,ZE2,9JZ,60.1070401802,-1.3350210976
1906,ZE2,9LA,60.1049557827,-1.3347753263
1907,ZE2,9LB,60.1016039831,-1.3218767107
1908,ZE2,9LD,60.082345,-1.33444
1909,ZE2,9LE,60.0735311464,-1.3246269961
1910,ZE2,9LF,60.1044937334,-1.3303962625
1911,ZE2,9LG,60.2161657731,-1.2955482157
1912,ZE2,9LH,60.2467168036,-1.2632638751
1913,ZE2,9LJ,60.195688,-1.282821
1914,ZE2,9LL,60.182375,-1.30525
1915,ZE2,9LN,60.238501,-1.306518
1916,ZE2,9LP,60.278573462,-1.2470887834
1917,ZE2,9LQ,60.2334348488,-1.3011000486
1918,ZE2,9LR,60.2306739238,-1.3036864132
1919,ZE2,9LS,60.2624832887,-1.3868459077
1920,ZE2,9LT,60.242924,-1.3522021753
1921,ZE2,9LU,60.221619,-1.361889
1922,ZE2,9LW,60.2601981028,-1.288279
1923,ZE2,9LX,60.288532,-1.425117
1924,ZE2,9LY,60.2528739957,-1.4413870416
1925,ZE1,0HX,60.1547283924,-1.1440959495
1926,ZE1,0HY,60.155471,-1.1436707498
1927,ZE1,0JB,60.1547423308,-1.1462571452
1928,ZE1,0JD,60.154705,-1.144619
1929,ZE1,0JE,60.1548757214,-1.1460555439
1930,ZE1,0JF,60.1397726698,-1.1860213564
1931,ZE1,0JH,60.149567,-1.13735
1933,ZE1,0JL,60.1548777327,-1.145139
1934,ZE1,0JN,60.155558497,-1.1461098945
1935,ZE1,0JP,60.1564371105,-1.147294046
1936,ZE1,0JS,60.1557299507,-1.1476365983
1937,ZE1,0JT,60.1564532674,-1.1484104902
1939,ZE1,0JX,60.155731,-1.150573
1940,ZE1,0JZ,60.1443840213,-1.1795508919
1941,ZE1,0LA,60.1544311383,-1.1509305279
1942,ZE1,0LB,60.1526548034,-1.1511744474
1943,ZE1,0LD,60.1516731933,-1.1493265681
1944,ZE1,0LE,60.1527393887,-1.1503617333
1945,ZE1,0LF,60.1541728686,-1.152251
1946,ZE1,0LJ,60.1514161882,-1.1498555286
1947,ZE1,0LL,60.1551549045,-1.1434003636
1948,ZE1,0LN,60.1514674267,-1.150844821
1949,ZE1,0LP,60.145697299,-1.1784737288
1950,ZE1,0LQ,60.1570469519,-1.1457830739
1951,ZE1,0LR,60.156254,-1.145299
1953,ZE1,0LU,60.1529333182,-1.1428277194
1954,ZE1,0LW,60.1567516136,-1.145934847
1955,ZE1,0LX,60.1570469519,-1.1457830739
1956,ZE1,0LY,60.144613,-1.17155
1957,ZE1,0LZ,60.1589443965,-1.1462202669
1958,ZE1,0NA,60.160242,-1.182597
1959,ZE1,0ND,60.157868,-1.147725
1960,ZE1,0NE,60.1627410286,-1.1685714134
1961,ZE1,0NF,60.1618452493,-1.1717830082
1962,ZE1,0NG,60.1622708498,-1.1694841384
1963,ZE1,0NH,60.1586118088,-1.1517595226
1964,ZE1,0NJ,60.157224,-1.148246
1965,ZE1,0NL,60.1570472283,-1.1500164124
1966,ZE1,0NN,60.1607569263,-1.1729273871
1967,ZE1,0NP,60.1571484333,-1.1532023286
1968,ZE1,0NQ,60.1570876459,-1.155095
1969,ZE1,0NR,60.1569389261,-1.1555495567
1970,ZE1,0NS,60.1563192482,-1.15412434
1971,ZE1,0NT,60.1575581305,-1.1569027809
1972,ZE1,0NU,60.159499,-1.174292
1973,ZE1,0NW,60.1532738012,-1.1553012924
1974,ZE1,0NX,60.1585365479,-1.1582648889
1975,ZE1,0NY,60.157959541,-1.152999
1976,ZE1,0NZ,60.160453,-1.171638
1977,ZE1,0PA,60.1575029561,-1.1581111625
1978,ZE1,0PB,60.1576693593,-1.1588635197
1979,ZE1,0PD,60.155820616,-1.1590188175
1980,ZE1,0PE,60.1576253953,-1.154994
1981,ZE1,0PF,60.164128237,-1.1621399668
1982,ZE1,0PG,60.1634832928,-1.1609672093
1983,ZE1,0PH,60.1597377434,-1.1579459335
1984,ZE1,0PJ,60.1533537734,-1.1594060218
1985,ZE1,0PL,60.1530112456,-1.1591986191
1986,ZE1,0PN,60.1580871369,-1.1596094697
1987,ZE1,0PP,60.1591130716,-1.1585564132
1988,ZE1,0PQ,60.1603989557,-1.1588478433
1989,ZE1,0PR,60.1630396446,-1.1618073192
1990,ZE1,0PS,60.1669639808,-1.1647166793
1991,ZE1,0PT,60.170349,-1.168938
1992,ZE1,0PU,60.1877209829,-1.1529202358
1993,ZE1,0PW,60.1622337417,-1.1593234655
1994,ZE1,0PX,60.1693525139,-1.1661518069
1995,ZE1,0PY,60.176726,-1.157818
1996,ZE1,0PZ,60.170069522,-1.1731078922
1997,ZE1,0QA,60.153766,-1.1535119208
1998,ZE1,0QB,60.1527886753,-1.1524498423
1999,ZE1,0QD,60.1530719747,-1.1574499012
2000,ZE1,0QE,60.1627094052,-1.1649687536
2001,ZE1,0QF,60.1625832415,-1.1663232451
2002,ZE1,0QG,60.1616687498,-1.1665445832
2003,ZE2,9LZ,60.2550856837,-1.4638795252
2004,ZE2,9NA,60.2535619825,-1.404213
2005,ZE2,9NB,60.283494,-1.381046
2006,ZE2,9ND,60.2993,-1.38565
2007,ZE2,9NE,60.297803,-1.361436
2008,ZE2,9NF,60.2838779294,-1.3710385041
2009,ZE2,9NG,60.237278,-1.398242
2010,ZE2,9NH,60.2147554121,-1.4035083414
2011,ZE2,9NJ,60.184069,-1.416414
2012,ZE2,9NL,60.179162,-1.451147
2013,ZE2,9NN,60.2530658503,-1.398837
2014,ZE2,9NP,60.2444636916,-1.520224499
2015,ZE2,9NQ,60.2129602174,-1.3820500501
2016,ZE2,9NR,60.226639733,-1.49272
2017,ZE2,9NS,60.2364,-1.456998
2018,ZE2,9NT,60.2971857614,-1.5223469683
2019,ZE2,9NU,59.9959990582,-1.24252704
2020,ZE2,9NW,60.2830702864,-1.3749418589
2021,ZE2,9NX,60.2330503501,-1.303112405
2022,ZE2,9NY,60.1858647204,-1.4393339405
2023,ZE2,9NZ,59.9959562111,-1.2491787049
2024,ZE2,9PA,60.2058750848,-1.593580205
2025,ZE1,0QH,60.1613270492,-1.1693277783
2026,ZE1,0QJ,60.152304657,-1.1553981918
2027,ZE1,0QN,60.1522464009,-1.1561201493
2028,ZE1,0QQ,60.1525548093,-1.1580214943
2029,ZE1,0QR,60.1513959847,-1.1579430479
2030,ZE1,0QS,60.1505506969,-1.1577485274
2031,ZE1,0QT,60.1516338071,-1.1572165183
2032,ZE1,0QW,60.1625843954,-1.1622333049
2033,ZE1,0QX,60.1497766588,-1.1574621434
2034,ZE1,0QY,60.1596001015,-1.180758
2035,ZE1,0QZ,60.1507350532,-1.1514580557
2036,ZE1,0RA,60.1507510055,-1.1595985149
2037,ZE1,0RB,60.151439,-1.153403
2038,ZE1,0RD,60.1480214597,-1.162459581
2039,ZE1,0RE,60.1466453489,-1.1692297442
2040,ZE1,0RF,60.1503778111,-1.1701982385
2041,ZE1,0RG,60.1488759171,-1.1698218452
2042,ZE1,0RH,60.1457335915,-1.1627518432
2043,ZE1,0RJ,60.1460611145,-1.1634278318
2044,ZE1,0RL,60.1431028438,-1.1656277123
2045,ZE1,0RN,60.1420771089,-1.1624486138
2046,ZE1,0RP,60.1495097779,-1.1706703548
2047,ZE1,0RQ,60.1428857739,-1.1783097398
2048,ZE1,0RR,60.139353,-1.186374
2049,ZE1,0RS,60.1462019163,-1.1643967031
2050,ZE1,0RT,60.1450739999,-1.1649475295
2051,ZE1,0RU,60.1452930974,-1.1655182253
2052,ZE1,0RW,60.1457562935,-1.1663528709
2053,ZE1,0RX,60.146341552,-1.1666081876
2054,ZE1,0RY,60.1470347984,-1.1654741113
2055,ZE1,0RZ,60.148096085,-1.1700395983
2056,ZE1,0SA,60.1443046003,-1.1668217727
2057,ZE1,0SB,60.1454799776,-1.168106625
2058,ZE1,0SD,60.1437157955,-1.1702939852
2059,ZE1,0SE,60.1469470682,-1.1715272447
2060,ZE1,0SF,60.1457934321,-1.1751578571
2061,ZE1,0SG,60.145481,-1.176948
2062,ZE1,0SH,60.143556916,-1.1764923249
2063,ZE1,0SJ,60.14347,-1.175486
2064,ZE1,0SL,60.1431563021,-1.174664
2065,ZE1,0SN,60.1431705538,-1.1735669073
2066,ZE1,0SP,60.1425084298,-1.1753841354
2067,ZE1,0SQ,60.1434558902,-1.1775752539
2068,ZE1,0SR,60.143503926,-1.182435879
2069,ZE1,0SS,60.1437147309,-1.1686913984
2070,ZE1,0ST,60.144969645,-1.1784198411
2071,ZE1,0SU,60.1437227787,-1.1800715487
2072,ZE1,0SW,60.158544,-1.146825
2073,ZE1,0SX,60.1435343776,-1.1728735245
2074,ZE1,0SY,60.1507747061,-1.1690535631
2075,ZE1,0SZ,60.1430232105,-1.168672831
2076,ZE1,0TA,60.168522928,-1.1655961661
2077,ZE1,0TB,60.1509697168,-1.1558646811
2078,ZE1,0TE,60.1397461882,-1.2725520915
2079,ZE1,0TF,60.1398336953,-1.2721360553
2080,ZE1,0TG,60.149775,-1.155751
2081,ZE1,0TH,60.1365323352,-1.2743152769
2082,ZE1,0TJ,60.1376453318,-1.2808259875
2083,ZE1,0TL,60.1394080817,-1.274884
2084,ZE1,0TN,60.1398942822,-1.2733590291
2085,ZE1,0TP,60.137516,-1.273483
2086,ZE1,0TQ,60.1357622894,-1.274475
2087,ZE1,0TR,60.1376128352,-1.2765058983
2088,ZE1,0TS,60.137746,-1.274523
2089,ZE1,0TT,60.1396806447,-1.277163
2090,ZE1,0TU,60.1378641777,-1.2781386967
2091,ZE1,0TW,60.165928,-1.167031
2092,ZE1,0TX,60.1389179002,-1.2770713844
2094,ZE1,0UA,60.138394,-1.2781500129
2095,ZE1,0UB,60.1394173873,-1.2781046788
2096,ZE1,0UD,60.1400815141,-1.276541
2097,ZE1,0UE,60.1387774904,-1.277668595
2098,ZE1,0UF,60.150844639,-1.1433683634
2099,ZE1,0UG,60.139296756,-1.2643340612
2100,ZE1,0UH,60.1408803253,-1.277982609
2101,ZE1,0UJ,60.139376,-1.275369
2102,ZE1,0UL,60.1466664155,-1.273695909
2103,ZE1,0UN,60.1332967025,-1.2869691763
2104,ZE1,0UP,60.1417406817,-1.2711216355
2105,ZE1,0UQ,60.1583860578,-1.2626466539
2106,ZE1,0UR,60.138617,-1.261559
2107,ZE1,0US,60.1304484696,-1.2668894266
2108,ZE1,0UT,60.1398895404,-1.2790665839
2109,ZE1,0UU,60.137650385,-1.2653789963
2110,ZE1,0UW,60.1334990611,-1.2878648526
2111,ZE1,0UX,60.1403455882,-1.2803709598
2112,ZE1,0UY,60.1391798794,-1.27901009
2113,ZE1,0UZ,60.1402709816,-1.265140536
2114,ZE1,0WD,60.1532216592,-1.1415953889
2115,ZE1,0WH,60.1411386591,-1.1789294776
2116,ZE1,0WJ,60.1407051547,-1.178526158
2117,ZE1,0WL,60.1404499275,-1.1793607541
2118,ZE1,0WN,60.1524263116,-1.137888
2119,ZE1,0WP,60.157865362,-1.149418
2120,ZE1,0WS,60.1410963642,-1.2650141002
2121,ZE1,0WW,60.153222,-1.141595
2122,ZE1,0WY,60.1415534749,-1.1777667779
2123,ZE1,0WZ,60.145646303,-1.1617276072
2124,ZE1,0XA,60.1385063497,-1.2806451663
2125,YO8,9QP,53.7704357413,-1.1601321372
2126,YO8,9QQ,53.7666235888,-1.1664131156
2127,YO8,9QR,53.7779292145,-1.0777791831
2128,YO8,9QS,53.7742719922,-1.0837771181
2129,YO8,9QT,53.771523956,-1.0723966417
2130,YO8,9QU,53.7660718491,-1.0940593911
2131,YO8,9QW,53.7676024637,-1.1727808443
2132,YO8,9QX,53.7666398505,-1.0895413682
2133,YO8,9QY,53.7702336079,-1.0729105968
2134,YO8,9QZ,53.7660938393,-1.089841424
2135,YO8,9RA,53.7702686676,-1.0951524992
2136,YO8,9RB,53.7699883573,-1.0949309419
2137,YO8,9RD,53.7687191284,-1.0970671124
2138,YO8,9RE,53.769398085,-1.0953229358
2139,YO8,9RF,53.770696582,-1.0723390149
2140,YO8,9RG,53.7593256917,-1.1587762552
2141,YO8,9RH,53.7650925517,-1.0929275104
2142,YO8,9RJ,53.7650728176,-1.082065873
2143,YO8,9RL,53.7668166555,-1.0809051822
2144,YO8,9RN,53.7665936851,-1.0823057859
2145,YO8,9RP,53.767961,-1.0812218248
2146,YO8,9RQ,53.7732284378,-1.125799804
2147,YO8,9RR,53.7676010684,-1.0812218248
2148,YO8,9RS,53.769456,-1.0886
2149,YO8,9RT,53.7646996058,-1.094969
2150,YO8,9RU,53.7717492255,-1.090385
2151,YO8,9RX,53.7721794437,-1.0899070657
2152,YO8,9RY,53.7726445629,-1.0907922263
2153,YO8,9RZ,53.7724696546,-1.0914332771
2154,YO8,9SD,53.7782772969,-1.1047379485
2155,YO8,9SE,53.7769034279,-1.1170435251
2156,YO8,9SF,53.7778955621,-1.1248682124
2157,YO8,9SQ,53.7685677049,-1.0853881257
2158,YO8,9SR,53.7652663521,-1.094713
2159,YO8,9SS,53.7658981822,-1.0948671794
2160,YO8,9ST,53.7666119231,-1.0953524756
2161,YO8,9SU,53.767383,-1.083184
2162,YO8,9SW,53.7688813906,-1.0840917015
2163,YO8,9SX,53.7667066881,-1.0841541932
2164,YO8,9SY,53.7673369263,-1.0842921933
2165,YO8,9SZ,53.7675057667,-1.0828624123
2166,YO8,9TA,53.7714694687,-1.0911058958
2167,YO8,9TB,53.7715883868,-1.091133
2168,YO8,9TE,53.7712369744,-1.090702
2169,YO8,9TF,53.7710225603,-1.0890672435
2170,YO8,9TG,53.7709217435,-1.0899949533
2171,YO8,9TH,53.7707849721,-1.09138
2172,YO8,9TJ,53.7707211222,-1.09198689
2173,YO8,9TP,53.7716818269,-1.0894778138
2174,YO8,9TY,53.7792355063,-1.0735013817
2176,YO8,9WA,53.7849340929,-1.0676994242
2177,YO8,9WU,53.7849340929,-1.0676994242
2178,YO8,9WZ,53.7849340929,-1.0676994242
2179,YO8,9XB,53.7722554077,-1.072835712
2180,YO8,9XD,53.7716580979,-1.073470959
2181,YO8,9XE,53.7707622567,-1.0750231082
2182,YO8,9XF,53.7714494665,-1.0755542249
2183,YO8,9XG,53.771951417,-1.0742079771
2184,YO8,9XH,53.7700972316,-1.0750377239
2185,YO8,9XJ,53.7700943264,-1.0758267476
2186,YO8,9XL,53.7704757041,-1.0739976799
2187,YO8,9XN,53.7698719469,-1.0737985525
2188,YO8,9XP,53.7721075124,-1.0723079141
2189,YO8,9YA,53.7704176106,-1.1588276796
2190,YO8,9YB,53.7699988368,-1.1593519027
2191,YO8,9YD,53.769713985,-1.1713738616
2192,YO8,9YE,53.7696805215,-1.170433854
2193,YO8,9YF,53.7677810971,-1.1674218454
2194,YO8,9ZS,53.7849340929,-1.0676994242
2195,YO90,1HX,53.9589156333,-1.0883758668
2196,YO90,1PP,53.9589156333,-1.0883758668
2197,YO90,1UT,53.9589156333,-1.0883758668
2198,YO90,1UU,53.9589156333,-1.0883758668
2199,YO90,1WA,53.9604286385,-1.0923360918
2200,YO90,1WB,53.9604286385,-1.0923360918
2201,YO90,1WR,53.9592671157,-1.0873165783
2205,YO90,1YB,53.9604286385,-1.0923360918
2210,ZE1,0XB,60.13768,-1.2822684305
2211,ZE1,0XD,60.13747356,-1.2839262931
2212,ZE1,0XG,60.1366862096,-1.284447476
2213,ZE1,0XH,60.1380448493,-1.2799891067
2214,ZE1,0XJ,60.1375694015,-1.28045
2215,ZE1,0XL,60.1229623996,-1.2871026331
2216,ZE1,0XN,60.150657,-1.292681
2218,ZE1,0YA,60.1507287274,-1.1393369594
2219,ZE1,0YB,60.1482619282,-1.1355833998
2220,ZE1,0YJ,60.1532216592,-1.1415953889
2222,ZE1,0YP,60.1536973431,-1.1443388914
2227,YO91,1XY,53.9782069697,-1.0653575726
2228,ZE1,0AA,60.1532216592,-1.1415953889
2229,ZE1,0AB,60.152962,-1.140323
2230,ZE1,0AD,60.1532216592,-1.1415953889
2231,ZE1,0AE,60.1526523257,-1.141033847
2232,ZE1,0AF,60.152361593,-1.1377452887
2233,ZE1,0AG,60.1523920707,-1.139671744
2234,ZE1,0AH,60.151335,-1.137304
2235,ZE1,0AJ,60.1530127204,-1.1412225811
2236,ZE1,0AL,60.1523708625,-1.1405548711
2237,ZE1,0AN,60.1526134391,-1.1378107433
2238,ZE1,0AP,60.1519604756,-1.1368191918
2239,ZE1,0AQ,60.1515075947,-1.1403612602
2240,ZE1,0AR,60.151177519,-1.1406940729
2241,ZE1,0AS,60.1505987366,-1.1400607848
2242,ZE1,0AT,60.1506080731,-1.1428882256
2243,ZE1,0AU,60.1523478536,-1.1383940692
2244,ZE1,0AW,60.1519333541,-1.1381707623
2245,ZE1,0AX,60.1494856092,-1.1401078522
2246,ZE1,0AZ,60.154905,-1.147874
2247,ZE1,0BA,60.1510315944,-1.1375819822
2248,ZE1,0BB,60.1497795677,-1.1342288255
2249,ZE1,0BD,60.153064,-1.1422072314
2250,ZE1,0BE,60.1518267216,-1.142496288
2251,ZE1,0BF,60.152672265,-1.1413395287
2252,ZE1,0BG,60.1518794977,-1.1354164217
2253,ZE1,0BH,60.1508556239,-1.136758089
2254,ZE1,0BJ,60.1526377503,-1.142943482
2255,ZE1,0BL,60.1524487511,-1.1428763528
2256,ZE1,0BN,60.1519420232,-1.143664031
2257,ZE1,0BP,60.151826,-1.14237
2258,ZE1,0BQ,60.150732698,-1.1441097169
2259,ZE1,0BR,60.151785,-1.144443
2260,ZE1,0BS,60.1521873315,-1.1441079433
2261,ZE1,0BT,60.1516149285,-1.1458518984
2262,ZE1,0BU,60.151486265,-1.1426132181
2263,ZE1,0BW,60.1514174709,-1.1430832991
2264,ZE1,0BX,60.1510317204,-1.1459210538
2265,ZE1,0BY,60.1524084126,-1.1421929574
2266,ZE1,0BZ,60.152201574,-1.1421443091
2267,ZE1,0DA,60.152046,-1.147264
2268,ZE1,0DB,60.1503805179,-1.1465863189
2269,ZE1,0DD,60.1511034296,-1.1486928865
2270,ZE1,0DE,60.158122,-1.155123
2271,ZE1,0DG,60.1691631074,-1.1688777493
2272,ZE1,0DH,60.1454537286,-1.1725192095
2273,ZE1,0DJ,60.1511932713,-1.147303715
2274,ZE1,0DL,60.1534830588,-1.1431376342
2275,ZE1,0DP,60.1535783061,-1.1439817368
2276,ZE1,0DQ,60.1535507912,-1.1438923902
2277,ZE1,0DR,60.1532247751,-1.1448555081
2278,ZE1,0DS,60.1534318694,-1.1435532481
2279,ZE1,0DT,60.1528829221,-1.144935
2280,ZE1,0DU,60.1496494365,-1.1418325557
2281,ZE1,0DW,60.153551,-1.1452576035
2282,ZE1,0DX,60.1525438577,-1.1450893272
2283,ZE1,0EA,60.1526999954,-1.144238717
2284,ZE1,0EB,60.1528339644,-1.1438
2285,ZE1,0ED,60.1528023171,-1.1461813461
2286,ZE1,0EE,60.149859,-1.139522
2287,ZE1,0EF,60.144634,-1.1691291686
2288,ZE1,0EG,60.1536898416,-1.1459602028
2289,ZE1,0EH,60.1532216592,-1.1415953889
2290,ZE1,0EJ,60.1525551582,-1.1454492696
2291,ZE1,0EL,60.1533977507,-1.1466162173
2292,ZE1,0EN,60.1533562234,-1.1471396476
2293,ZE1,0EP,60.1524158727,-1.1475242294
2294,ZE1,0EQ,60.152904,-1.148034
2295,ZE1,0ER,60.155631393,-1.1504672622
2296,ZE1,0ES,60.156213,-1.1488642435
2297,ZE1,0ET,60.1531951778,-1.150025758
2298,ZE1,0EU,60.1549053839,-1.1478740947
2299,ZE1,0EW,60.1563188722,-1.149746
2300,ZE1,0EX,60.1540872473,-1.1435362065
2301,ZE1,0EY,60.144501,-1.1753268415
2302,ZE1,0EZ,60.1542077975,-1.1441274907
2303,ZE1,0FB,60.164025398,-1.1643407824
2304,ZE1,0FL,60.1523418268,-1.1402314185
2305,ZE1,0FN,60.1526094073,-1.1399542567
2306,ZE1,0GA,60.1495028534,-1.1724355145
2307,ZE1,0GB,60.1501593372,-1.1711582938
2308,ZE1,0GD,60.1496778284,-1.1688290884
2309,ZE1,0GE,60.1484693883,-1.1722993897
2310,ZE1,0GF,60.1465510294,-1.1628031045
2311,ZE1,0GG,60.1528231385,-1.1424523359
2312,ZE1,0GH,60.1524962086,-1.1418844711
2313,ZE1,0GJ,60.1521801164,-1.1429914125
2314,ZE1,0GN,60.1520439196,-1.1441476927
2315,ZE1,0GQ,60.1510915468,-1.145451217
2316,ZE1,0HA,60.1543519922,-1.1456007908
2317,ZE1,0HB,60.1542842318,-1.1462329941
2318,ZE1,0HD,60.1549540377,-1.1470622467
2319,ZE1,0HE,60.1544462182,-1.1448958465
2320,ZE1,0HF,60.1570469519,-1.1457830739
2321,ZE1,0HG,60.1539100776,-1.1551048496
2322,ZE1,0HH,60.1615333586,-1.1707278716
2323,ZE1,0HJ,60.1564551788,-1.151635
2324,ZE1,0HL,60.1558667939,-1.1535775397
2325,YO8,9AU,53.7737864891,-1.0802370598
2326,YO8,9AW,53.7764773605,-1.0841995104
2327,YO8,9AX,53.771378,-1.081367
2328,YO8,9AY,53.7707757001,-1.0779359422
2329,YO8,9AZ,53.7715028155,-1.0766454955
2330,YO8,9BA,53.7712722822,-1.0747236168
2331,YO8,9BB,53.7722083421,-1.0772217654
2332,YO8,9BD,53.7726583628,-1.0796396138
2333,YO8,9BE,53.7729588858,-1.0801489346
2334,YO8,9BG,53.7736356034,-1.0758096727
2335,YO8,9BH,53.7743218752,-1.0785562373
2336,YO8,9BJ,53.774229,-1.079196
2337,YO8,9BL,53.775455,-1.077363
2338,YO8,9BN,53.7737059901,-1.0779476053
2339,YO8,9BP,53.7727871062,-1.0718529079
2340,YO8,9BQ,53.7741451761,-1.0766178648
2341,YO8,9BS,53.7790960963,-1.0764029822
2342,YO8,9BT,53.777897002,-1.0770970089
2343,YO8,9BU,53.7761181915,-1.078380331
2344,YO8,9BW,53.7726644419,-1.0757551343
2345,YO8,9BX,53.777485,-1.078335
2346,YO8,9BY,53.7788057215,-1.077076
2347,YO8,9BZ,53.7788289081,-1.0743905119
2348,YO8,9DA,53.7754009103,-1.0727815802
2349,YO8,9DB,53.778418484,-1.0724571013
2350,YO8,9DD,53.7776197787,-1.0714579819
2351,YO8,9DE,53.7764439165,-1.0716660256
2352,YO8,9DF,53.7787325118,-1.0747113164
2353,YO8,9DG,53.7778331281,-1.0746400444
2354,YO8,9DH,53.7776550502,-1.0760248888
2355,YO8,9DJ,53.7778297729,-1.0765370051
2356,YO8,9DL,53.7772823947,-1.0766552429
2357,YO8,9DN,53.7769603875,-1.0768595812
2358,YO8,9DP,53.7674547522,-1.0867777297
2359,YO8,9DQ,53.7765741546,-1.0745615093
2360,YO8,9DR,53.7724456175,-1.0776869303
2361,YO8,9DS,53.7658567228,-1.088208109
2362,YO8,9DT,53.7663799371,-1.0802168538
2363,YO8,9DU,53.7659110221,-1.0776784069
2364,YO8,9DW,53.7743387714,-1.0714241643
2365,YO8,9DX,53.7630781006,-1.072810297
2366,YO8,9DY,53.7662777935,-1.0809624609
2367,YO8,9DZ,53.7668461607,-1.0859413508
2368,YO8,9EA,53.7660244178,-1.0807404304
2369,YO8,9EB,53.7658103612,-1.0809574955
2370,YO8,9ED,53.7654072316,-1.0811331737
2371,YO8,9EE,53.766031227,-1.082455
2372,YO8,9EF,53.7652972049,-1.0831987724
2373,YO8,9EG,53.7688449738,-1.0887502489
2374,YO8,9EH,53.7688344764,-1.0873698392
2375,YO8,9EJ,53.7692700677,-1.085554927
2376,YO8,9EL,53.770131,-1.087524
2377,YO8,9EN,53.7696038968,-1.090448266
2378,YO8,9EP,53.7682468611,-1.0916609773
2379,YO8,9ER,53.7674823724,-1.0927849829
2380,YO8,9ES,53.767077692,-1.0939467157
2381,YO8,9ET,53.7677478596,-1.09727
2382,YO8,9EU,53.7668128808,-1.0969714639
2383,YO8,9EW,53.7690732115,-1.0903990465
2384,YO8,9EX,53.7673408563,-1.0978552427
2385,YO8,9EY,53.7680284165,-1.0948668857
2386,YO8,9EZ,53.768566877,-1.0935657093
2387,YO8,9FB,53.767893341,-1.1300524163
2388,YO8,9FD,53.7690764281,-1.1295879794
2389,YO8,9FE,53.7693568501,-1.1285960022
2390,YO8,9FF,53.7695688351,-1.1268468276
2391,YO8,9FG,53.7689136709,-1.1269817934
2392,YO8,9FH,53.7681567785,-1.1267244044
2393,YO8,9FJ,53.7680027409,-1.1277896042
2394,YO8,9FL,53.7676574842,-1.1272809321
2395,YO8,9FN,53.7682636594,-1.1253567446
2396,YO8,9FP,53.7753043166,-1.1306882676
2397,YO8,9FR,53.7715514684,-1.0794665739
2398,YO8,9FW,53.7682969399,-1.1286938033
2399,YO8,9GA,53.77001647,-1.0915165803
2400,YO8,9GH,53.7718201302,-1.16379
2401,YO8,9GL,53.772631,-1.164079
2402,YO8,9GN,53.772189,-1.163906
2403,YO8,9GP,53.7724236297,-1.1629146524
2404,YO8,9GS,53.7718560472,-1.1614390037
2405,YO8,9GT,53.7731877394,-1.1629298005
2406,YO8,9GU,53.7706388824,-1.1699446209
2407,YO8,9GX,53.768631,-1.1589492301
